Points:0, Points:1, Points:2, scalars
0.15000E+04, 0.12901E+03, -0.96462E+03, 1
0.15550E+04, 0.30941E+02, -0.96383E+03, 1
0.15577E+04, 0.26475E+02, -0.96351E+03, 1
0.15874E+04, -0.40649E+02, -0.95966E+03, 1
0.15056E+04, 0.48618E+03, -0.10040E+04, 1
0.15857E+04, -0.39022E+02, -0.96003E+03, 1
0.15906E+04, -0.42226E+02, -0.99981E+03, 1
0.14319E+04, 0.42252E+03, -0.96541E+03, 1
0.15071E+04, 0.11766E+03, -0.96159E+03, 1
0.14454E+04, 0.32456E+03, -0.96188E+03, 1
0.15111E+04, 0.48586E+03, -0.10090E+04, 1
0.15091E+04, 0.48417E+03, -0.10222E+04, 1
0.14259E+04, 0.30538E+03, -0.95963E+03, 1
0.14791E+04, 0.36181E+03, -0.96423E+03, 1
0.15271E+04, 0.80439E+02, -0.96054E+03, 1
0.15910E+04, -0.39911E+02, -0.10162E+04, 1
0.15909E+04, -0.39456E+02, -0.96982E+03, 1
0.14079E+04, 0.28537E+03, -0.96389E+03, 1
0.15045E+04, 0.48368E+03, -0.96547E+03, 1
0.14356E+04, 0.23516E+03, -0.96155E+03, 1
0.14773E+04, 0.46397E+03, -0.96440E+03, 1
0.14460E+04, 0.40578E+03, -0.96539E+03, 1
0.15362E+04, 0.56601E+02, -0.96509E+03, 1
0.15248E+04, 0.78512E+02, -0.96534E+03, 1
0.15104E+04, 0.48499E+03, -0.10264E+04, 1
0.15670E+04, 0.40433E+01, -0.96546E+03, 1
0.14228E+04, 0.25812E+03, -0.96329E+03, 1
0.14644E+04, 0.34000E+03, -0.96411E+03, 1
0.14561E+04, 0.39738E+03, -0.96338E+03, 1
0.14488E+04, 0.21810E+03, -0.96542E+03, 1
0.15089E+04, 0.48417E+03, -0.11150E+04, 1
0.14586E+04, 0.33355E+03, -0.95983E+03, 1
0.14736E+04, 0.34401E+03, -0.96546E+03, 1
0.15851E+04, -0.40649E+02, -0.97773E+03, 1
0.14273E+04, 0.26055E+03, -0.96058E+03, 1
0.14744E+04, 0.34881E+03, -0.96312E+03, 1
0.15111E+04, 0.48589E+03, -0.10886E+04, 1
0.15282E+04, 0.72728E+02, -0.96537E+03, 1
0.15444E+04, 0.50211E+02, -0.96111E+03, 1
0.14773E+04, 0.46491E+03, -0.96210E+03, 1
0.15055E+04, 0.48678E+03, -0.99455E+03, 1
0.14829E+04, 0.34873E+03, -0.96381E+03, 1
0.14389E+04, 0.31747E+03, -0.96491E+03, 1
0.14096E+04, 0.28829E+03, -0.96541E+03, 1
0.14507E+04, 0.39625E+03, -0.96039E+03, 1
0.14096E+04, 0.29455E+03, -0.96262E+03, 1
0.14644E+04, 0.19461E+03, -0.96363E+03, 1
0.15161E+04, 0.92315E+02, -0.96010E+03, 1
0.15072E+04, 0.48442E+03, -0.11145E+04, 1
0.14234E+04, 0.26892E+03, -0.96212E+03, 1
0.14556E+04, 0.38963E+03, -0.96099E+03, 1
0.15112E+04, 0.48617E+03, -0.10647E+04, 1
0.14457E+04, 0.22805E+03, -0.96384E+03, 1
0.14838E+04, 0.35056E+03, -0.96023E+03, 1
0.15114E+04, 0.48724E+03, -0.10512E+04, 1
0.14556E+04, 0.21090E+03, -0.96250E+03, 1
0.15890E+04, -0.43358E+02, -0.10140E+04, 1
0.14580E+04, 0.19480E+03, -0.96362E+03, 1
0.15104E+04, 0.48936E+03, -0.10708E+04, 1
