Points:0, Points:1, Points:2, scalars
0.14304E+04, 0.24784E+03, -0.96013E+03, 1
0.14570E+04, 0.39536E+03, -0.96153E+03, 1
0.15898E+04, -0.41156E+02, -0.10454E+04, 1
0.15075E+04, 0.48853E+03, -0.10231E+04, 1
0.14457E+04, 0.43306E+03, -0.96184E+03, 1
0.14964E+04, 0.13505E+03, -0.96436E+03, 1
0.14799E+04, 0.16577E+03, -0.96100E+03, 1
0.15875E+04, -0.39804E+02, -0.98450E+03, 1
0.14604E+04, 0.38673E+03, -0.95990E+03, 1
0.15106E+04, 0.48779E+03, -0.10266E+04, 1
0.15898E+04, -0.40311E+02, -0.97590E+03, 1
0.14583E+04, 0.32956E+03, -0.96117E+03, 1
0.14129E+04, 0.28207E+03, -0.96464E+03, 1
0.14690E+04, 0.17540E+03, -0.96168E+03, 1
0.15863E+04, -0.38471E+02, -0.10129E+04, 1
0.15030E+04, 0.49396E+03, -0.11524E+04, 1
0.14540E+04, 0.32423E+03, -0.96259E+03, 1
0.15056E+04, 0.48738E+03, -0.96796E+03, 1
0.14756E+04, 0.46126E+03, -0.96122E+03, 1
0.15094E+04, 0.48700E+03, -0.11018E+04, 1
0.15318E+04, 0.64815E+02, -0.96251E+03, 1
0.14796E+04, 0.35039E+03, -0.96041E+03, 1
0.15104E+04, 0.48492E+03, -0.10828E+04, 1
0.14663E+04, 0.34144E+03, -0.96137E+03, 1
0.15098E+04, 0.48456E+03, -0.10101E+04, 1
0.15096E+04, 0.48647E+03, -0.10747E+04, 1
0.14540E+04, 0.44356E+03, -0.96164E+03, 1
0.15852E+04, -0.30977E+02, -0.96518E+03, 1
0.15144E+04, 0.96147E+02, -0.96243E+03, 1
0.14381E+04, 0.43042E+03, -0.96196E+03, 1
0.15075E+04, 0.48448E+03, -0.10416E+04, 1
0.14541E+04, 0.33032E+03, -0.96401E+03, 1
0.15405E+04, 0.47577E+02, -0.96448E+03, 1
0.15140E+04, 0.10474E+03, -0.96121E+03, 1
0.15467E+04, 0.45658E+02, -0.96256E+03, 1
0.15067E+04, 0.48625E+03, -0.11149E+04, 1
0.15108E+04, 0.48547E+03, -0.96592E+03, 1
0.14679E+04, 0.33978E+03, -0.96208E+03, 1
0.14690E+04, 0.33690E+03, -0.96191E+03, 1
0.14516E+04, 0.20818E+03, -0.96321E+03, 1
0.15094E+04, 0.48667E+03, -0.11260E+04, 1
0.14611E+04, 0.44523E+03, -0.96195E+03, 1
0.14835E+04, 0.15124E+03, -0.96226E+03, 1
0.14972E+04, 0.13425E+03, -0.96459E+03, 1
0.15869E+04, -0.43148E+02, -0.10363E+04, 1
0.15416E+04, 0.46640E+02, -0.96156E+03, 1
0.15751E+04, -0.66990E+01, -0.96086E+03, 1
0.15804E+04, -0.25259E+02, -0.96169E+03, 1
0.15397E+04, 0.55842E+02, -0.96009E+03, 1
0.15873E+04, -0.39547E+02, -0.96059E+03, 1
0.14747E+04, 0.16446E+03, -0.96177E+03, 1
0.14672E+04, 0.18470E+03, -0.96395E+03, 1
0.15867E+04, -0.37154E+02, -0.96529E+03, 1
0.14652E+04, 0.38090E+03, -0.96249E+03, 1
0.15774E+04, -0.17269E+02, -0.96268E+03, 1
0.15090E+04, 0.10837E+03, -0.96331E+03, 1
0.14976E+04, 0.49967E+03, -0.11504E+04, 1
0.14285E+04, 0.25549E+03, -0.96256E+03, 1
0.14784E+04, 0.45882E+03, -0.96295E+03, 1
0.15098E+04, 0.48967E+03, -0.10744E+04, 1
0.15283E+04, 0.71219E+02, -0.96492E+03, 1
0.14231E+04, 0.26341E+03, -0.96487E+03, 1
0.15091E+04, 0.48887E+03, -0.11292E+04, 1
0.15855E+04, -0.41295E+02, -0.96953E+03, 1
0.15881E+04, -0.39763E+02, -0.10672E+04, 1
0.14609E+04, 0.44705E+03, -0.96473E+03, 1
0.14965E+04, 0.13316E+03, -0.96281E+03, 1
0.14878E+04, 0.47156E+03, -0.96320E+03, 1
0.15897E+04, -0.38733E+02, -0.98865E+03, 1
0.15901E+04, -0.41680E+02, -0.10030E+04, 1
0.15079E+04, 0.48851E+03, -0.10827E+04, 1
0.14593E+04, 0.38962E+03, -0.96266E+03, 1
0.14646E+04, 0.18568E+03, -0.96040E+03, 1
0.14629E+04, 0.19641E+03, -0.96233E+03, 1
0.14578E+04, 0.20118E+03, -0.96423E+03, 1
0.15769E+04, -0.14018E+02, -0.96456E+03, 1
0.15683E+04, 0.17015E+01, -0.96014E+03, 1
0.15559E+04, 0.21431E+02, -0.96447E+03, 1
0.14584E+04, 0.19925E+03, -0.96086E+03, 1
0.15346E+04, 0.58472E+02, -0.96217E+03, 1
0.15094E+04, 0.48509E+03, -0.11205E+04, 1
0.14438E+04, 0.23229E+03, -0.96238E+03, 1
0.15077E+04, 0.48862E+03, -0.11003E+04, 1
0.15312E+04, 0.72424E+02, -0.96025E+03, 1
0.14244E+04, 0.26329E+03, -0.96232E+03, 1
0.14670E+04, 0.18705E+03, -0.96191E+03, 1
0.14221E+04, 0.27007E+03, -0.96214E+03, 1
0.14751E+04, 0.37169E+03, -0.96526E+03, 1
